experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 22,4 Layers,22.0,"[[(0.0, 22.0)], [(19, 3.0)], [(19, 3.0)], [(19, 3.0)], [(12, 10.0)], [(12, 10.0)], [(14, 8.0)], [(0.0, 5.0), (10, 2), (16, 3)], [(0.0, 5.0), (10, 2), (16, 3)], [(0.0, 5.0), (10, 2), (16, 6.0)], [(0.0, 5.0), (10, 2), (16, 6.0)], [(0.0, 5.0), (10, 2), (15, 4)], [(0.0, 7.0), (11, 3), (17, 5.0)], [(0.0, 22.0)]]","[[22.0], [3.0], [3.0], [3.0], [10.0], [10.0], [8.0], [5.0, 2, 3], [5.0, 2, 3], [5.0, 2, 6.0], [5.0, 2, 6.0], [5.0, 2, 4], [7.0, 3, 5.0], [22.0]]","[(0, 0.0, 0.0), (1, 19, 0.8636363636363636), (2, 19, 0.8636363636363636), (3, 19, 0.8636363636363636), (4, 12, 0.5454545454545454), (5, 12, 0.5454545454545454), (6, 14, 0.6363636363636364), (7, 12, 0.5454545454545454), (8, 12, 0.5454545454545454), (9, 9, 0.4090909090909091), (10, 9, 0.4090909090909091), (11, 11, 0.5), (12, 7, 0.3181818181818182), (13, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 19.0, 19.0, 1.0, 0, 19), (3, 19.0, 19.0, 1.0, 0, 19), (4, 12.0, 12.0, 1.0, 0, 12), (5, 12.0, 12.0, 1.0, 0, 12), (6, 14.0, 14.0, 1.0, 0, 14), (7, 12.0, 17.0, 0.7058823529411765, 5, 22), (8, 12.0, 17.0, 0.7058823529411765, 5, 22), (9, 9.0, 11.0, 0.8181818181818182, 5, 16), (10, 9.0, 11.0, 0.8181818181818182, 5, 16), (11, 11.0, 17.0, 0.6470588235294118, 5, 22), (12, 7.0, 10.0, 0.7, 7, 17)]",155,2,6.042999982833862,0.0
Experiment 22,5 Layers,29.0,"[[(0.0, 29.0)], [(24, 5.0)], [(26, 3.0)], [(26, 3.0)], [(19, 10.0)], [(0.0, 5.0), (6, 4), (11, 6), (19, 5), (26, 3.0)], [(0.0, 5.0), (6, 6), (14, 5), (21, 5), (28, 1.0)], [(0.0, 5.0), (6, 6), (14, 5), (21, 5), (28, 1.0)], [(0.0, 5.0), (6, 6), (14, 5), (21, 8.0)], [(0.0, 6.0), (10, 1), (15, 4), (21, 5), (27, 2.0)], [(0.0, 6.0), (10, 4), (16, 5), (23, 6.0)], [(0.0, 6.0), (10, 4), (16, 5), (22, 6)], [(0.0, 6.0), (10, 4), (16, 5), (22, 6)], [(0.0, 29.0)]]","[[29.0], [5.0], [3.0], [3.0], [10.0], [5.0, 4, 6, 5, 3.0], [5.0, 6, 5, 5, 1.0], [5.0, 6, 5, 5, 1.0], [5.0, 6, 5, 8.0], [6.0, 1, 4, 5, 2.0], [6.0, 4, 5, 6.0], [6.0, 4, 5, 6], [6.0, 4, 5, 6], [29.0]]","[(0, 0.0, 0.0), (1, 24, 0.8275862068965517), (2, 26, 0.896551724137931), (3, 26, 0.896551724137931), (4, 19, 0.6551724137931034), (5, 6, 0.20689655172413793), (6, 7, 0.2413793103448276), (7, 7, 0.2413793103448276), (8, 5, 0.1724137931034483), (9, 11, 0.3793103448275862), (10, 8, 0.27586206896551724), (11, 8, 0.27586206896551724), (12, 8, 0.27586206896551724), (13, 0.0, 0.0)]","[(1, 24.0, 24.0, 1.0, 0, 24), (2, 26.0, 26.0, 1.0, 0, 26), (3, 26.0, 26.0, 1.0, 0, 26), (4, 19.0, 19.0, 1.0, 0, 19), (5, 6.0, 21.0, 0.2857142857142857, 5, 26), (6, 7.0, 23.0, 0.30434782608695654, 5, 28), (7, 7.0, 23.0, 0.30434782608695654, 5, 28), (8, 5.0, 16.0, 0.3125, 5, 21), (9, 11.0, 21.0, 0.5238095238095238, 6, 27), (10, 8.0, 17.0, 0.47058823529411764, 6, 23), (11, 8.0, 23.0, 0.34782608695652173, 6, 29), (12, 8.0, 23.0, 0.34782608695652173, 6, 29)]",155,2,2.509000062942505,0.0
Experiment 22,6 Layers,22.0,"[[(0.0, 22.0)], [(13, 9.0)], [(16, 6.0)], [(16, 6.0)], [(0.0, 2.0), (18, 4.0)], [(0.0, 1.0), (15, 1), (18, 4.0)], [(0.0, 1.0), (19, 3.0)], [(0.0, 5.0), (6, 3), (11, 1), (13, 1), (15, 3), (20, 2.0)], [(0.0, 9.0), (10, 4), (15, 2), (21, 1.0)], [(0.0, 7.0), (15, 1), (20, 2.0)], [(0.0, 9.0), (10, 1), (15, 1)], [(0.0, 7.0), (12, 2)], [(0.0, 11.0)], [(0.0, 22.0)]]","[[22.0], [9.0], [6.0], [6.0], [2.0, 4.0], [1.0, 1, 4.0], [1.0, 3.0], [5.0, 3, 1, 1, 3, 2.0], [9.0, 4, 2, 1.0], [7.0, 1, 2.0], [9.0, 1, 1], [7.0, 2], [11.0], [22.0]]","[(0, 0.0, 0.0), (1, 13, 0.5909090909090909), (2, 16, 0.7272727272727273), (3, 16, 0.7272727272727273), (4, 16, 0.7272727272727273), (5, 16, 0.7272727272727273), (6, 18, 0.8181818181818182), (7, 7, 0.3181818181818182), (8, 6, 0.2727272727272727), (9, 12, 0.5454545454545454), (10, 11, 0.5), (11, 13, 0.5909090909090909), (12, 11, 0.5), (13, 0.0, 0.0)]","[(1, 13.0, 13.0, 1.0, 0, 13), (2, 16.0, 16.0, 1.0, 0, 16), (3, 16.0, 16.0, 1.0, 0, 16), (4, 16.0, 16.0, 1.0, 2, 18), (5, 16.0, 17.0, 0.9411764705882353, 1, 18), (6, 18.0, 18.0, 1.0, 1, 19), (7, 7.0, 15.0, 0.4666666666666667, 5, 20), (8, 6.0, 12.0, 0.5, 9, 21), (9, 12.0, 13.0, 0.9230769230769231, 7, 20), (10, 11.0, 13.0, 0.8461538461538461, 9, 22), (11, 13.0, 15.0, 0.8666666666666667, 7, 22), (12, 11.0, 11.0, 1.0, 11, 22)]",155,2,43.69099998474121,0.0
Experiment 23,4 Layers,15.0,"[[(0.0, 15.0)], [(0.0, 1.0), (10, 5.0)], [(8, 7.0)], [(8, 7.0)], [(11, 4.0)], [(8, 7.0)], [(11, 4.0)], [(0.0, 5.0)], [(0.0, 6.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0), (13, 2.0)], [(0.0, 3.0)], [(0.0, 15.0)]]","[[15.0], [1.0, 5.0], [7.0], [7.0], [4.0], [7.0], [4.0], [5.0], [6.0], [3.0], [3.0], [3.0, 2.0], [3.0], [15.0]]","[(0, 0.0, 0.0), (1, 9, 0.6), (2, 8, 0.5333333333333333), (3, 8, 0.5333333333333333), (4, 11, 0.7333333333333333), (5, 8, 0.5333333333333333), (6, 11, 0.7333333333333333), (7, 10, 0.6666666666666666), (8, 9, 0.6), (9, 12, 0.8), (10, 12, 0.8), (11, 10, 0.6666666666666666), (12, 12, 0.8), (13, 0.0, 0.0)]","[(1, 9.0, 9.0, 1.0, 1, 10), (2, 8.0, 8.0, 1.0, 0, 8), (3, 8.0, 8.0, 1.0, 0, 8), (4, 11.0, 11.0, 1.0, 0, 11), (5, 8.0, 8.0, 1.0, 0, 8), (6, 11.0, 11.0, 1.0, 0, 11), (7, 10.0, 10.0, 1.0, 5, 15), (8, 9.0, 9.0, 1.0, 6, 15), (9, 12.0, 12.0, 1.0, 3, 15), (10, 12.0, 12.0, 1.0, 3, 15), (11, 10.0, 10.0, 1.0, 3, 13), (12, 12.0, 12.0, 1.0, 3, 15)]",120,2,13.496999979019165,0.0
Experiment 23,5 Layers,18.0,"[[(0.0, 18.0)], [(13, 5.0)], [(14, 4.0)], [(14, 4.0)], [(14, 4.0)], [(0.0, 3.0), (13, 1), (16, 2.0)], [(0.0, 3.0), (15, 3.0)], [(0.0, 6.0), (10, 1), (13, 1), (17, 1.0)], [(0.0, 3.0), (10, 1), (13, 1), (17, 1.0)], [(0.0, 7.0), (8, 2), (12, 2)], [(0.0, 7.0), (8, 8)], [(0.0, 7.0), (8, 6)], [(0.0, 13.0)], [(0.0, 18.0)]]","[[18.0], [5.0], [4.0], [4.0], [4.0], [3.0, 1, 2.0], [3.0, 3.0], [6.0, 1, 1, 1.0], [3.0, 1, 1, 1.0], [7.0, 2, 2], [7.0, 8], [7.0, 6], [13.0], [18.0]]","[(0, 0.0, 0.0), (1, 13, 0.7222222222222222), (2, 14, 0.7777777777777778), (3, 14, 0.7777777777777778), (4, 14, 0.7777777777777778), (5, 12, 0.6666666666666666), (6, 12, 0.6666666666666666), (7, 9, 0.5), (8, 12, 0.6666666666666666), (9, 7, 0.3888888888888889), (10, 3, 0.16666666666666666), (11, 5, 0.2777777777777778), (12, 5, 0.2777777777777778), (13, 0.0, 0.0)]","[(1, 13.0, 13.0, 1.0, 0, 13), (2, 14.0, 14.0, 1.0, 0, 14), (3, 14.0, 14.0, 1.0, 0, 14), (4, 14.0, 14.0, 1.0, 0, 14), (5, 12.0, 13.0, 0.9230769230769231, 3, 16), (6, 12.0, 12.0, 1.0, 3, 15), (7, 9.0, 11.0, 0.8181818181818182, 6, 17), (8, 12.0, 14.0, 0.8571428571428571, 3, 17), (9, 7.0, 11.0, 0.6363636363636364, 7, 18), (10, 3.0, 11.0, 0.2727272727272727, 7, 18), (11, 5.0, 11.0, 0.45454545454545453, 7, 18), (12, 5.0, 5.0, 1.0, 13, 18)]",120,2,10.24399995803833,0.0
Experiment 23,6 Layers,19.0,"[[(0.0, 19.0)], [(11, 8.0)], [(1, 1), (6, 1), (9, 10.0)], [(12, 7.0)], [(0.0, 1.0), (7, 1), (13, 6.0)], [(0.0, 1.0), (3, 2), (7, 2), (12, 1), (14, 5.0)], [(0.0, 2.0), (3, 2), (7, 2), (12, 7.0)], [(0.0, 3.0), (18, 1.0)], [(0.0, 3.0), (18, 1.0)], [(0.0, 3.0), (18, 1.0)], [(0.0, 12.0), (13, 1)], [(0.0, 9.0), (10, 1)], [(0.0, 14.0)], [(0.0, 19.0)]]","[[19.0], [8.0], [1, 1, 10.0], [7.0], [1.0, 1, 6.0], [1.0, 2, 2, 1, 5.0], [2.0, 2, 2, 7.0], [3.0, 1.0], [3.0, 1.0], [3.0, 1.0], [12.0, 1], [9.0, 1], [14.0], [19.0]]","[(0, 0.0, 0.0), (1, 11, 0.5789473684210527), (2, 7, 0.3684210526315789), (3, 12, 0.631578947368421), (4, 11, 0.5789473684210527), (5, 8, 0.42105263157894735), (6, 6, 0.3157894736842105), (7, 15, 0.7894736842105263), (8, 15, 0.7894736842105263), (9, 15, 0.7894736842105263), (10, 6, 0.3157894736842105), (11, 9, 0.47368421052631576), (12, 5, 0.2631578947368421), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 7.0, 9.0, 0.7777777777777778, 0, 9), (3, 12.0, 12.0, 1.0, 0, 12), (4, 11.0, 12.0, 0.9166666666666666, 1, 13), (5, 8.0, 13.0, 0.6153846153846154, 1, 14), (6, 6.0, 10.0, 0.6, 2, 12), (7, 15.0, 15.0, 1.0, 3, 18), (8, 15.0, 15.0, 1.0, 3, 18), (9, 15.0, 15.0, 1.0, 3, 18), (10, 6.0, 7.0, 0.8571428571428571, 12, 19), (11, 9.0, 10.0, 0.9, 9, 19), (12, 5.0, 5.0, 1.0, 14, 19)]",120,2,12.4760000705719,0.0
Experiment 24,4 Layers,21.0,"[[(0.0, 21.0)], [(15, 6.0)], [(15, 6.0)], [(14, 7.0)], [(14, 7.0)], [(14, 7.0)], [(18, 3.0)], [(0.0, 8.0), (14, 1)], [(0.0, 7.0), (13, 1), (20, 1.0)], [(0.0, 8.0), (14, 1)], [(0.0, 8.0), (20, 1.0)], [(0.0, 4.0), (7, 1), (20, 1.0)], [(0.0, 8.0), (20, 1.0)], [(0.0, 21.0)]]","[[21.0], [6.0], [6.0], [7.0], [7.0], [7.0], [3.0], [8.0, 1], [7.0, 1, 1.0], [8.0, 1], [8.0, 1.0], [4.0, 1, 1.0], [8.0, 1.0], [21.0]]","[(0, 0.0, 0.0), (1, 15, 0.7142857142857143), (2, 15, 0.7142857142857143), (3, 14, 0.6666666666666666), (4, 14, 0.6666666666666666), (5, 14, 0.6666666666666666), (6, 18, 0.8571428571428571), (7, 12, 0.5714285714285714), (8, 12, 0.5714285714285714), (9, 12, 0.5714285714285714), (10, 12, 0.5714285714285714), (11, 15, 0.7142857142857143), (12, 12, 0.5714285714285714), (13, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 15.0, 15.0, 1.0, 0, 15), (3, 14.0, 14.0, 1.0, 0, 14), (4, 14.0, 14.0, 1.0, 0, 14), (5, 14.0, 14.0, 1.0, 0, 14), (6, 18.0, 18.0, 1.0, 0, 18), (7, 12.0, 13.0, 0.9230769230769231, 8, 21), (8, 12.0, 13.0, 0.9230769230769231, 7, 20), (9, 12.0, 13.0, 0.9230769230769231, 8, 21), (10, 12.0, 12.0, 1.0, 8, 20), (11, 15.0, 16.0, 0.9375, 4, 20), (12, 12.0, 12.0, 1.0, 8, 20)]",165,2,12.17900013923645,0.0
Experiment 24,5 Layers,28.0,"[[(0.0, 28.0)], [(25, 3.0)], [(21, 7.0)], [(22, 6.0)], [(22, 6.0)], [(0.0, 7.0), (11, 3), (18, 3), (26, 2.0)], [(0.0, 7.0), (11, 3), (19, 2), (26, 2.0)], [(0.0, 7.0), (11, 3), (21, 1), (24, 1), (27, 1.0)], [(0.0, 7.0), (11, 3), (21, 1), (24, 4.0)], [(0.0, 11.0), (13, 5), (20, 6), (27, 1.0)], [(0.0, 11.0), (13, 6), (20, 6), (27, 1.0)], [(0.0, 11.0), (13, 6), (20, 1), (22, 2), (25, 2)], [(0.0, 11.0), (13, 6), (20, 1), (22, 2), (25, 3.0)], [(0.0, 28.0)]]","[[28.0], [3.0], [7.0], [6.0], [6.0], [7.0, 3, 3, 2.0], [7.0, 3, 2, 2.0], [7.0, 3, 1, 1, 1.0], [7.0, 3, 1, 4.0], [11.0, 5, 6, 1.0], [11.0, 6, 6, 1.0], [11.0, 6, 1, 2, 2], [11.0, 6, 1, 2, 3.0], [28.0]]","[(0, 0.0, 0.0), (1, 25, 0.8928571428571429), (2, 21, 0.75), (3, 22, 0.7857142857142857), (4, 22, 0.7857142857142857), (5, 13, 0.4642857142857143), (6, 14, 0.5), (7, 15, 0.5357142857142857), (8, 13, 0.4642857142857143), (9, 5, 0.17857142857142858), (10, 4, 0.14285714285714285), (11, 6, 0.21428571428571427), (12, 5, 0.17857142857142858), (13, 0.0, 0.0)]","[(1, 25.0, 25.0, 1.0, 0, 25), (2, 21.0, 21.0, 1.0, 0, 21), (3, 22.0, 22.0, 1.0, 0, 22), (4, 22.0, 22.0, 1.0, 0, 22), (5, 13.0, 19.0, 0.6842105263157895, 7, 26), (6, 14.0, 19.0, 0.7368421052631579, 7, 26), (7, 15.0, 20.0, 0.75, 7, 27), (8, 13.0, 17.0, 0.7647058823529411, 7, 24), (9, 5.0, 16.0, 0.3125, 11, 27), (10, 4.0, 16.0, 0.25, 11, 27), (11, 6.0, 17.0, 0.35294117647058826, 11, 28), (12, 5.0, 14.0, 0.35714285714285715, 11, 25)]",165,2,9.589999914169312,0.0
Experiment 24,6 Layers,26.0,"[[(0.0, 26.0)], [(17, 9.0)], [(19, 7.0)], [(10, 2), (16, 10.0)], [(0.0, 4.0), (8, 2), (14, 2), (20, 6.0)], [(0.0, 4.0), (5, 2), (19, 7.0)], [(0.0, 3.0), (11, 2), (19, 1), (21, 5.0)], [(0.0, 5.0), (7, 1), (25, 1.0)], [(0.0, 7.0), (25, 1.0)], [(0.0, 7.0), (25, 1.0)], [(0.0, 7.0), (8, 7), (16, 3), (22, 1)], [(0.0, 19.0), (20, 3)], [(0.0, 15.0), (18, 3)], [(0.0, 26.0)]]","[[26.0], [9.0], [7.0], [2, 10.0], [4.0, 2, 2, 6.0], [4.0, 2, 7.0], [3.0, 2, 1, 5.0], [5.0, 1, 1.0], [7.0, 1.0], [7.0, 1.0], [7.0, 7, 3, 1], [19.0, 3], [15.0, 3], [26.0]]","[(0, 0.0, 0.0), (1, 17, 0.6538461538461539), (2, 19, 0.7307692307692307), (3, 14, 0.5384615384615384), (4, 12, 0.46153846153846156), (5, 13, 0.5), (6, 15, 0.5769230769230769), (7, 19, 0.7307692307692307), (8, 18, 0.6923076923076923), (9, 18, 0.6923076923076923), (10, 8, 0.3076923076923077), (11, 4, 0.15384615384615385), (12, 8, 0.3076923076923077), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 19.0, 19.0, 1.0, 0, 19), (3, 14.0, 16.0, 0.875, 0, 16), (4, 12.0, 16.0, 0.75, 4, 20), (5, 13.0, 15.0, 0.8666666666666667, 4, 19), (6, 15.0, 18.0, 0.8333333333333334, 3, 21), (7, 19.0, 20.0, 0.95, 5, 25), (8, 18.0, 18.0, 1.0, 7, 25), (9, 18.0, 18.0, 1.0, 7, 25), (10, 8.0, 19.0, 0.42105263157894735, 7, 26), (11, 4.0, 7.0, 0.5714285714285714, 19, 26), (12, 8.0, 11.0, 0.7272727272727273, 15, 26)]",165,2,379.4500000476837,0.0
Experiment 25,4 Layers,19.0,"[[(0.0, 19.0)], [(11, 8.0)], [(16, 3.0)], [(0.0, 1.0), (12, 7.0)], [(16, 3.0)], [(16, 3.0)], [(5, 1), (11, 8.0)], [(0.0, 6.0), (11, 3), (17, 2.0)], [(0.0, 6.0)], [(0.0, 5.0), (15, 1)], [(0.0, 10.0), (15, 1)], [(0.0, 5.0), (18, 1.0)], [(0.0, 5.0), (10, 1), (16, 3.0)], [(0.0, 19.0)]]","[[19.0], [8.0], [3.0], [1.0, 7.0], [3.0], [3.0], [1, 8.0], [6.0, 3, 2.0], [6.0], [5.0, 1], [10.0, 1], [5.0, 1.0], [5.0, 1, 3.0], [19.0]]","[(0, 0.0, 0.0), (1, 11, 0.5789473684210527), (2, 16, 0.8421052631578947), (3, 11, 0.5789473684210527), (4, 16, 0.8421052631578947), (5, 16, 0.8421052631578947), (6, 10, 0.5263157894736842), (7, 8, 0.42105263157894735), (8, 13, 0.6842105263157895), (9, 13, 0.6842105263157895), (10, 8, 0.42105263157894735), (11, 13, 0.6842105263157895), (12, 10, 0.5263157894736842), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 16.0, 16.0, 1.0, 0, 16), (3, 11.0, 11.0, 1.0, 1, 12), (4, 16.0, 16.0, 1.0, 0, 16), (5, 16.0, 16.0, 1.0, 0, 16), (6, 10.0, 11.0, 0.9090909090909091, 0, 11), (7, 8.0, 11.0, 0.7272727272727273, 6, 17), (8, 13.0, 13.0, 1.0, 6, 19), (9, 13.0, 14.0, 0.9285714285714286, 5, 19), (10, 8.0, 9.0, 0.8888888888888888, 10, 19), (11, 13.0, 13.0, 1.0, 5, 18), (12, 10.0, 11.0, 0.9090909090909091, 5, 16)]",145,2,5.331000089645386,0.0
Experiment 25,5 Layers,24.0,"[[(0.0, 24.0)], [(21, 3.0)], [(5, 1), (18, 6.0)], [(21, 3.0)], [(21, 3.0)], [(0.0, 5.0), (8, 3), (14, 2), (19, 2), (23, 1.0)], [(0.0, 7.0), (10, 1), (14, 2), (19, 2), (23, 1.0)], [(0.0, 12.0), (15, 1), (22, 2.0)], [(0.0, 13.0), (20, 1), (23, 1.0)], [(0.0, 9.0), (11, 4)], [(0.0, 10.0), (12, 4), (17, 3), (21, 2)], [(0.0, 16.0), (18, 1), (21, 1)], [(0.0, 19.0), (21, 2)], [(0.0, 24.0)]]","[[24.0], [3.0], [1, 6.0], [3.0], [3.0], [5.0, 3, 2, 2, 1.0], [7.0, 1, 2, 2, 1.0], [12.0, 1, 2.0], [13.0, 1, 1.0], [9.0, 4], [10.0, 4, 3, 2], [16.0, 1, 1], [19.0, 2], [24.0]]","[(0, 0.0, 0.0), (1, 21, 0.875), (2, 17, 0.7083333333333334), (3, 21, 0.875), (4, 21, 0.875), (5, 11, 0.4583333333333333), (6, 11, 0.4583333333333333), (7, 9, 0.375), (8, 9, 0.375), (9, 11, 0.4583333333333333), (10, 5, 0.20833333333333334), (11, 6, 0.25), (12, 3, 0.125), (13, 0.0, 0.0)]","[(1, 21.0, 21.0, 1.0, 0, 21), (2, 17.0, 18.0, 0.9444444444444444, 0, 18), (3, 21.0, 21.0, 1.0, 0, 21), (4, 21.0, 21.0, 1.0, 0, 21), (5, 11.0, 18.0, 0.6111111111111112, 5, 23), (6, 11.0, 16.0, 0.6875, 7, 23), (7, 9.0, 10.0, 0.9, 12, 22), (8, 9.0, 10.0, 0.9, 13, 23), (9, 11.0, 15.0, 0.7333333333333333, 9, 24), (10, 5.0, 14.0, 0.35714285714285715, 10, 24), (11, 6.0, 8.0, 0.75, 16, 24), (12, 3.0, 5.0, 0.6, 19, 24)]",145,2,12.966000080108643,0.0
Experiment 25,6 Layers,20.0,"[[(0.0, 20.0)], [(13, 7.0)], [(6, 1), (12, 8.0)], [(11, 9.0)], [(0.0, 2.0), (17, 3.0)], [(0.0, 2.0), (17, 3.0)], [(0.0, 2.0), (17, 3.0)], [(0.0, 6.0), (8, 1), (19, 1.0)], [(0.0, 5.0), (19, 1.0)], [(0.0, 5.0), (19, 1.0)], [(0.0, 8.0), (10, 3), (14, 1)], [(0.0, 8.0), (10, 2), (15, 2)], [(0.0, 11.0)], [(0.0, 20.0)]]","[[20.0], [7.0], [1, 8.0], [9.0], [2.0, 3.0], [2.0, 3.0], [2.0, 3.0], [6.0, 1, 1.0], [5.0, 1.0], [5.0, 1.0], [8.0, 3, 1], [8.0, 2, 2], [11.0], [20.0]]","[(0, 0.0, 0.0), (1, 13, 0.65), (2, 11, 0.55), (3, 11, 0.55), (4, 15, 0.75), (5, 15, 0.75), (6, 15, 0.75), (7, 12, 0.6), (8, 14, 0.7), (9, 14, 0.7), (10, 8, 0.4), (11, 8, 0.4), (12, 9, 0.45), (13, 0.0, 0.0)]","[(1, 13.0, 13.0, 1.0, 0, 13), (2, 11.0, 12.0, 0.9166666666666666, 0, 12), (3, 11.0, 11.0, 1.0, 0, 11), (4, 15.0, 15.0, 1.0, 2, 17), (5, 15.0, 15.0, 1.0, 2, 17), (6, 15.0, 15.0, 1.0, 2, 17), (7, 12.0, 13.0, 0.9230769230769231, 6, 19), (8, 14.0, 14.0, 1.0, 5, 19), (9, 14.0, 14.0, 1.0, 5, 19), (10, 8.0, 12.0, 0.6666666666666666, 8, 20), (11, 8.0, 12.0, 0.6666666666666666, 8, 20), (12, 9.0, 9.0, 1.0, 11, 20)]",145,2,24.25600004196167,0.0
Experiment 26,4 Layers,21.0,"[[(0.0, 21.0)], [(5, 2), (12, 9.0)], [(10, 11.0)], [(5, 2), (17, 4.0)], [(15, 6.0)], [(15, 6.0)], [(10, 11.0)], [(0.0, 5.0), (19, 2.0)], [(0.0, 7.0), (13, 2)], [(0.0, 5.0), (19, 2.0)], [(0.0, 6.0)], [(0.0, 5.0), (9, 2)], [(0.0, 5.0)], [(0.0, 21.0)]]","[[21.0], [2, 9.0], [11.0], [2, 4.0], [6.0], [6.0], [11.0], [5.0, 2.0], [7.0, 2], [5.0, 2.0], [6.0], [5.0, 2], [5.0], [21.0]]","[(0, 0.0, 0.0), (1, 10, 0.47619047619047616), (2, 10, 0.47619047619047616), (3, 15, 0.7142857142857143), (4, 15, 0.7142857142857143), (5, 15, 0.7142857142857143), (6, 10, 0.47619047619047616), (7, 14, 0.6666666666666666), (8, 12, 0.5714285714285714), (9, 14, 0.6666666666666666), (10, 15, 0.7142857142857143), (11, 14, 0.6666666666666666), (12, 16, 0.7619047619047619), (13, 0.0, 0.0)]","[(1, 10.0, 12.0, 0.8333333333333334, 0, 12), (2, 10.0, 10.0, 1.0, 0, 10), (3, 15.0, 17.0, 0.8823529411764706, 0, 17), (4, 15.0, 15.0, 1.0, 0, 15), (5, 15.0, 15.0, 1.0, 0, 15), (6, 10.0, 10.0, 1.0, 0, 10), (7, 14.0, 14.0, 1.0, 5, 19), (8, 12.0, 14.0, 0.8571428571428571, 7, 21), (9, 14.0, 14.0, 1.0, 5, 19), (10, 15.0, 15.0, 1.0, 6, 21), (11, 14.0, 16.0, 0.875, 5, 21), (12, 16.0, 16.0, 1.0, 5, 21)]",160,2,33.04800009727478,0.0
Experiment 26,5 Layers,24.0,"[[(0.0, 24.0)], [(5, 1), (16, 8.0)], [(20, 4.0)], [(20, 4.0)], [(20, 4.0)], [(0.0, 5.0), (23, 1.0)], [(0.0, 5.0), (9, 1), (14, 2), (23, 1.0)], [(0.0, 5.0), (15, 1), (19, 1), (23, 1.0)], [(0.0, 7.0), (23, 1.0)], [(0.0, 13.0), (14, 4), (20, 3)], [(0.0, 15.0), (21, 2)], [(0.0, 16.0), (18, 5)], [(0.0, 17.0), (19, 1)], [(0.0, 24.0)]]","[[24.0], [1, 8.0], [4.0], [4.0], [4.0], [5.0, 1.0], [5.0, 1, 2, 1.0], [5.0, 1, 1, 1.0], [7.0, 1.0], [13.0, 4, 3], [15.0, 2], [16.0, 5], [17.0, 1], [24.0]]","[(0, 0.0, 0.0), (1, 15, 0.625), (2, 20, 0.8333333333333334), (3, 20, 0.8333333333333334), (4, 20, 0.8333333333333334), (5, 18, 0.75), (6, 15, 0.625), (7, 16, 0.6666666666666666), (8, 16, 0.6666666666666666), (9, 4, 0.16666666666666666), (10, 7, 0.2916666666666667), (11, 3, 0.125), (12, 6, 0.25), (13, 0.0, 0.0)]","[(1, 15.0, 16.0, 0.9375, 0, 16), (2, 20.0, 20.0, 1.0, 0, 20), (3, 20.0, 20.0, 1.0, 0, 20), (4, 20.0, 20.0, 1.0, 0, 20), (5, 18.0, 18.0, 1.0, 5, 23), (6, 15.0, 18.0, 0.8333333333333334, 5, 23), (7, 16.0, 18.0, 0.8888888888888888, 5, 23), (8, 16.0, 16.0, 1.0, 7, 23), (9, 4.0, 11.0, 0.36363636363636365, 13, 24), (10, 7.0, 9.0, 0.7777777777777778, 15, 24), (11, 3.0, 8.0, 0.375, 16, 24), (12, 6.0, 7.0, 0.8571428571428571, 17, 24)]",160,2,12.142000198364258,0.0
