experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 8,4 Layers,25.0,"[[(0.0, 25.0)], [(18, 7.0)], [(18, 7.0)], [(18, 7.0)], [(12, 13.0)], [(12, 13.0)], [(12, 13.0)], [(0.0, 6.0)], [(0.0, 6.0), (20, 5.0)], [(0.0, 6.0), (20, 5.0)], [(0.0, 6.0), (20, 5.0)], [(0.0, 6.0), (23, 2.0)], [(0.0, 6.0), (23, 2.0)], [(0.0, 25.0)]]","[[25.0], [7.0], [7.0], [7.0], [13.0], [13.0], [13.0], [6.0], [6.0, 5.0], [6.0, 5.0], [6.0, 5.0], [6.0, 2.0], [6.0, 2.0], [25.0]]","[(0, 0.0, 0.0), (1, 18, 0.72), (2, 18, 0.72), (3, 18, 0.72), (4, 12, 0.48), (5, 12, 0.48), (6, 12, 0.48), (7, 19, 0.76), (8, 14, 0.56), (9, 14, 0.56), (10, 14, 0.56), (11, 17, 0.68), (12, 17, 0.68), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 12.0, 12.0, 1.0, 0, 12), (5, 12.0, 12.0, 1.0, 0, 12), (6, 12.0, 12.0, 1.0, 0, 12), (7, 19.0, 19.0, 1.0, 6, 25), (8, 14.0, 14.0, 1.0, 6, 20), (9, 14.0, 14.0, 1.0, 6, 20), (10, 14.0, 14.0, 1.0, 6, 20), (11, 17.0, 17.0, 1.0, 6, 23), (12, 17.0, 17.0, 1.0, 6, 23)]",185,2,4.580999851226807,0.0
Experiment 8,5 Layers,29.0,"[[(0.0, 29.0)], [(24, 5.0)], [(24, 5.0)], [(24, 5.0)], [(18, 11.0)], [(0.0, 6.0), (8, 4), (14, 4), (23, 1), (26, 3.0)], [(0.0, 6.0), (8, 4), (17, 1), (23, 6.0)], [(0.0, 6.0), (8, 4), (17, 1), (20, 4), (26, 3.0)], [(0.0, 6.0), (8, 4), (17, 1), (20, 4), (26, 3.0)], [(0.0, 8.0), (13, 1), (19, 4), (25, 1)], [(0.0, 8.0), (13, 4), (19, 4), (25, 4.0)], [(0.0, 8.0), (13, 4), (19, 1), (23, 3)], [(0.0, 8.0), (13, 4), (19, 1), (23, 3)], [(0.0, 29.0)]]","[[29.0], [5.0], [5.0], [5.0], [11.0], [6.0, 4, 4, 1, 3.0], [6.0, 4, 1, 6.0], [6.0, 4, 1, 4, 3.0], [6.0, 4, 1, 4, 3.0], [8.0, 1, 4, 1], [8.0, 4, 4, 4.0], [8.0, 4, 1, 3], [8.0, 4, 1, 3], [29.0]]","[(0, 0.0, 0.0), (1, 24, 0.8275862068965517), (2, 24, 0.8275862068965517), (3, 24, 0.8275862068965517), (4, 18, 0.6206896551724138), (5, 11, 0.3793103448275862), (6, 12, 0.41379310344827586), (7, 11, 0.3793103448275862), (8, 11, 0.3793103448275862), (9, 15, 0.5172413793103449), (10, 9, 0.3103448275862069), (11, 13, 0.4482758620689655), (12, 13, 0.4482758620689655), (13, 0.0, 0.0)]","[(1, 24.0, 24.0, 1.0, 0, 24), (2, 24.0, 24.0, 1.0, 0, 24), (3, 24.0, 24.0, 1.0, 0, 24), (4, 18.0, 18.0, 1.0, 0, 18), (5, 11.0, 20.0, 0.55, 6, 26), (6, 12.0, 17.0, 0.7058823529411765, 6, 23), (7, 11.0, 20.0, 0.55, 6, 26), (8, 11.0, 20.0, 0.55, 6, 26), (9, 15.0, 21.0, 0.7142857142857143, 8, 29), (10, 9.0, 17.0, 0.5294117647058824, 8, 25), (11, 13.0, 21.0, 0.6190476190476191, 8, 29), (12, 13.0, 21.0, 0.6190476190476191, 8, 29)]",185,2,1.557999849319458,0.0
Experiment 8,6 Layers,27.0,"[[(0.0, 27.0)], [(19, 8.0)], [(17, 10.0)], [(19, 8.0)], [(0.0, 2.0), (12, 3), (18, 9.0)], [(0.0, 5.0), (6, 2), (10, 1), (13, 2), (21, 6.0)], [(0.0, 4.0), (8, 2), (16, 3), (20, 7.0)], [(0.0, 7.0), (9, 1), (14, 2), (21, 6.0)], [(0.0, 6.0), (15, 1), (25, 2.0)], [(0.0, 6.0), (16, 1), (19, 1), (24, 3.0)], [(0.0, 11.0), (13, 1)], [(0.0, 9.0), (14, 1)], [(0.0, 8.0), (23, 1)], [(0.0, 27.0)]]","[[27.0], [8.0], [10.0], [8.0], [2.0, 3, 9.0], [5.0, 2, 1, 2, 6.0], [4.0, 2, 3, 7.0], [7.0, 1, 2, 6.0], [6.0, 1, 2.0], [6.0, 1, 1, 3.0], [11.0, 1], [9.0, 1], [8.0, 1], [27.0]]","[(0, 0.0, 0.0), (1, 19, 0.7037037037037037), (2, 17, 0.6296296296296297), (3, 19, 0.7037037037037037), (4, 13, 0.48148148148148145), (5, 11, 0.4074074074074074), (6, 11, 0.4074074074074074), (7, 11, 0.4074074074074074), (8, 18, 0.6666666666666666), (9, 16, 0.5925925925925926), (10, 15, 0.5555555555555556), (11, 17, 0.6296296296296297), (12, 18, 0.6666666666666666), (13, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 17.0, 17.0, 1.0, 0, 17), (3, 19.0, 19.0, 1.0, 0, 19), (4, 13.0, 16.0, 0.8125, 2, 18), (5, 11.0, 16.0, 0.6875, 5, 21), (6, 11.0, 16.0, 0.6875, 4, 20), (7, 11.0, 14.0, 0.7857142857142857, 7, 21), (8, 18.0, 19.0, 0.9473684210526315, 6, 25), (9, 16.0, 18.0, 0.8888888888888888, 6, 24), (10, 15.0, 16.0, 0.9375, 11, 27), (11, 17.0, 18.0, 0.9444444444444444, 9, 27), (12, 18.0, 19.0, 0.9473684210526315, 8, 27)]",185,9,1800.1110000610352,0.037037037037037035
Experiment 9,4 Layers,22.0,"[[(0.0, 22.0)], [(18, 4.0)], [(18, 4.0)], [(18, 4.0)], [(11, 11.0)], [(11, 11.0)], [(14, 8.0)], [(0.0, 4.0), (8, 3), (15, 3)], [(0.0, 4.0), (8, 3), (15, 3)], [(0.0, 4.0), (8, 3), (15, 3)], [(0.0, 4.0), (8, 3), (15, 7.0)], [(0.0, 4.0), (8, 3), (15, 7.0)], [(0.0, 7.0), (11, 3), (18, 4.0)], [(0.0, 22.0)]]","[[22.0], [4.0], [4.0], [4.0], [11.0], [11.0], [8.0], [4.0, 3, 3], [4.0, 3, 3], [4.0, 3, 3], [4.0, 3, 7.0], [4.0, 3, 7.0], [7.0, 3, 4.0], [22.0]]","[(0, 0.0, 0.0), (1, 18, 0.8181818181818182), (2, 18, 0.8181818181818182), (3, 18, 0.8181818181818182), (4, 11, 0.5), (5, 11, 0.5), (6, 14, 0.6363636363636364), (7, 12, 0.5454545454545454), (8, 12, 0.5454545454545454), (9, 12, 0.5454545454545454), (10, 8, 0.36363636363636365), (11, 8, 0.36363636363636365), (12, 8, 0.36363636363636365), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 11.0, 11.0, 1.0, 0, 11), (5, 11.0, 11.0, 1.0, 0, 11), (6, 14.0, 14.0, 1.0, 0, 14), (7, 12.0, 18.0, 0.6666666666666666, 4, 22), (8, 12.0, 18.0, 0.6666666666666666, 4, 22), (9, 12.0, 18.0, 0.6666666666666666, 4, 22), (10, 8.0, 11.0, 0.7272727272727273, 4, 15), (11, 8.0, 11.0, 0.7272727272727273, 4, 15), (12, 8.0, 11.0, 0.7272727272727273, 7, 18)]",150,2,4.605999946594238,0.0
Experiment 9,5 Layers,29.0,"[[(0.0, 29.0)], [(22, 7.0)], [(25, 4.0)], [(25, 4.0)], [(18, 11.0)], [(0.0, 4.0), (5, 3), (9, 6), (18, 4), (25, 4.0)], [(0.0, 4.0), (5, 6), (14, 4), (21, 4), (28, 1.0)], [(0.0, 4.0), (5, 6), (14, 4), (21, 4), (28, 1.0)], [(0.0, 4.0), (5, 6), (14, 4), (21, 8.0)], [(0.0, 5.0), (8, 1), (12, 6), (19, 6), (26, 3.0)], [(0.0, 5.0), (8, 6), (15, 6), (22, 6)], [(0.0, 5.0), (8, 6), (15, 6), (22, 6)], [(0.0, 5.0), (8, 6), (15, 6), (22, 7.0)], [(0.0, 29.0)]]","[[29.0], [7.0], [4.0], [4.0], [11.0], [4.0, 3, 6, 4, 4.0], [4.0, 6, 4, 4, 1.0], [4.0, 6, 4, 4, 1.0], [4.0, 6, 4, 8.0], [5.0, 1, 6, 6, 3.0], [5.0, 6, 6, 6], [5.0, 6, 6, 6], [5.0, 6, 6, 7.0], [29.0]]","[(0, 0.0, 0.0), (1, 22, 0.7586206896551724), (2, 25, 0.8620689655172413), (3, 25, 0.8620689655172413), (4, 18, 0.6206896551724138), (5, 8, 0.27586206896551724), (6, 10, 0.3448275862068966), (7, 10, 0.3448275862068966), (8, 7, 0.2413793103448276), (9, 8, 0.27586206896551724), (10, 6, 0.20689655172413793), (11, 6, 0.20689655172413793), (12, 5, 0.1724137931034483), (13, 0.0, 0.0)]","[(1, 22.0, 22.0, 1.0, 0, 22), (2, 25.0, 25.0, 1.0, 0, 25), (3, 25.0, 25.0, 1.0, 0, 25), (4, 18.0, 18.0, 1.0, 0, 18), (5, 8.0, 21.0, 0.38095238095238093, 4, 25), (6, 10.0, 24.0, 0.4166666666666667, 4, 28), (7, 10.0, 24.0, 0.4166666666666667, 4, 28), (8, 7.0, 17.0, 0.4117647058823529, 4, 21), (9, 8.0, 21.0, 0.38095238095238093, 5, 26), (10, 6.0, 24.0, 0.25, 5, 29), (11, 6.0, 24.0, 0.25, 5, 29), (12, 5.0, 17.0, 0.29411764705882354, 5, 22)]",150,2,8.671000003814697,0.0
Experiment 9,6 Layers,22.0,"[[(0.0, 22.0)], [(14, 8.0)], [(13, 9.0)], [(13, 9.0)], [(0.0, 1.0), (18, 4.0)], [(0.0, 1.0), (17, 5.0)], [(0.0, 1.0), (18, 4.0)], [(0.0, 4.0), (5, 2), (8, 1), (12, 1), (17, 1), (21, 1.0)], [(0.0, 9.0), (21, 1.0)], [(0.0, 4.0), (5, 2), (8, 3), (20, 2.0)], [(0.0, 5.0), (8, 1), (12, 1), (16, 1), (19, 2)], [(0.0, 14.0), (15, 1), (18, 1), (21, 1.0)], [(0.0, 5.0), (8, 9)], [(0.0, 22.0)]]","[[22.0], [8.0], [9.0], [9.0], [1.0, 4.0], [1.0, 5.0], [1.0, 4.0], [4.0, 2, 1, 1, 1, 1.0], [9.0, 1.0], [4.0, 2, 3, 2.0], [5.0, 1, 1, 1, 2], [14.0, 1, 1, 1.0], [5.0, 9], [22.0]]","[(0, 0.0, 0.0), (1, 14, 0.6363636363636364), (2, 13, 0.5909090909090909), (3, 13, 0.5909090909090909), (4, 17, 0.7727272727272727), (5, 16, 0.7272727272727273), (6, 17, 0.7727272727272727), (7, 12, 0.5454545454545454), (8, 12, 0.5454545454545454), (9, 11, 0.5), (10, 12, 0.5454545454545454), (11, 5, 0.22727272727272727), (12, 8, 0.36363636363636365), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 13.0, 13.0, 1.0, 0, 13), (3, 13.0, 13.0, 1.0, 0, 13), (4, 17.0, 17.0, 1.0, 1, 18), (5, 16.0, 16.0, 1.0, 1, 17), (6, 17.0, 17.0, 1.0, 1, 18), (7, 12.0, 17.0, 0.7058823529411765, 4, 21), (8, 12.0, 12.0, 1.0, 9, 21), (9, 11.0, 16.0, 0.6875, 4, 20), (10, 12.0, 17.0, 0.7058823529411765, 5, 22), (11, 5.0, 7.0, 0.7142857142857143, 14, 21), (12, 8.0, 17.0, 0.47058823529411764, 5, 22)]",150,2,39.60599994659424,0.0
Experiment 10,4 Layers,21.0,"[[(0.0, 21.0)], [(7, 2), (15, 6.0)], [(0.0, 1.0), (15, 6.0)], [(14, 7.0)], [(15, 6.0)], [(16, 5.0)], [(0.0, 1.0), (14, 7.0)], [(0.0, 7.0), (12, 2), (19, 2.0)], [(0.0, 5.0), (20, 1.0)], [(0.0, 4.0), (14, 1), (20, 1.0)], [(0.0, 5.0), (20, 1.0)], [(0.0, 9.0), (14, 1), (20, 1.0)], [(0.0, 11.0)], [(0.0, 21.0)]]","[[21.0], [2, 6.0], [1.0, 6.0], [7.0], [6.0], [5.0], [1.0, 7.0], [7.0, 2, 2.0], [5.0, 1.0], [4.0, 1, 1.0], [5.0, 1.0], [9.0, 1, 1.0], [11.0], [21.0]]","[(0, 0.0, 0.0), (1, 13, 0.6190476190476191), (2, 14, 0.6666666666666666), (3, 14, 0.6666666666666666), (4, 15, 0.7142857142857143), (5, 16, 0.7619047619047619), (6, 13, 0.6190476190476191), (7, 10, 0.47619047619047616), (8, 15, 0.7142857142857143), (9, 15, 0.7142857142857143), (10, 15, 0.7142857142857143), (11, 10, 0.47619047619047616), (12, 10, 0.47619047619047616), (13, 0.0, 0.0)]","[(1, 13.0, 15.0, 0.8666666666666667, 0, 15), (2, 14.0, 14.0, 1.0, 1, 15), (3, 14.0, 14.0, 1.0, 0, 14), (4, 15.0, 15.0, 1.0, 0, 15), (5, 16.0, 16.0, 1.0, 0, 16), (6, 13.0, 13.0, 1.0, 1, 14), (7, 10.0, 12.0, 0.8333333333333334, 7, 19), (8, 15.0, 15.0, 1.0, 5, 20), (9, 15.0, 16.0, 0.9375, 4, 20), (10, 15.0, 15.0, 1.0, 5, 20), (11, 10.0, 11.0, 0.9090909090909091, 9, 20), (12, 10.0, 10.0, 1.0, 11, 21)]",160,2,7.601999998092651,0.0
Experiment 10,5 Layers,27.0,"[[(0.0, 27.0)], [(0.0, 1.0), (21, 6.0)], [(4, 1), (22, 5.0)], [(22, 5.0)], [(22, 5.0)], [(0.0, 10.0), (11, 7), (26, 1.0)], [(0.0, 4.0), (5, 3), (20, 1), (23, 4.0)], [(0.0, 5.0), (6, 4), (12, 3), (16, 1), (21, 1), (24, 3.0)], [(0.0, 22.0), (23, 4.0)], [(0.0, 11.0), (15, 6), (22, 1)], [(0.0, 5.0), (9, 7), (20, 3)], [(0.0, 14.0), (15, 2), (18, 3)], [(0.0, 8.0), (12, 2), (17, 6)], [(0.0, 27.0)]]","[[27.0], [1.0, 6.0], [1, 5.0], [5.0], [5.0], [10.0, 7, 1.0], [4.0, 3, 1, 4.0], [5.0, 4, 3, 1, 1, 3.0], [22.0, 4.0], [11.0, 6, 1], [5.0, 7, 3], [14.0, 2, 3], [8.0, 2, 6], [27.0]]","[(0, 0.0, 0.0), (1, 20, 0.7407407407407407), (2, 21, 0.7777777777777778), (3, 22, 0.8148148148148148), (4, 22, 0.8148148148148148), (5, 9, 0.3333333333333333), (6, 15, 0.5555555555555556), (7, 10, 0.37037037037037035), (8, 1, 0.037037037037037035), (9, 9, 0.3333333333333333), (10, 12, 0.4444444444444444), (11, 8, 0.2962962962962963), (12, 11, 0.4074074074074074), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 1, 21), (2, 21.0, 22.0, 0.9545454545454546, 0, 22), (3, 22.0, 22.0, 1.0, 0, 22), (4, 22.0, 22.0, 1.0, 0, 22), (5, 9.0, 16.0, 0.5625, 10, 26), (6, 15.0, 19.0, 0.7894736842105263, 4, 23), (7, 10.0, 19.0, 0.5263157894736842, 5, 24), (8, 1.0, 1.0, 1.0, 22, 23), (9, 9.0, 16.0, 0.5625, 11, 27), (10, 12.0, 22.0, 0.5454545454545454, 5, 27), (11, 8.0, 13.0, 0.6153846153846154, 14, 27), (12, 11.0, 19.0, 0.5789473684210527, 8, 27)]",160,2,20.41699981689453,0.0
Experiment 10,6 Layers,23.0,"[[(0.0, 23.0)], [(14, 9.0)], [(4, 1), (11, 12.0)], [(7, 3), (14, 9.0)], [(0.0, 1.0), (17, 6.0)], [(0.0, 1.0), (18, 5.0)], [(0.0, 1.0), (18, 5.0)], [(0.0, 7.0), (11, 1), (15, 2), (22, 1.0)], [(0.0, 8.0), (15, 3), (20, 3.0)], [(0.0, 8.0), (22, 1.0)], [(0.0, 9.0)], [(0.0, 11.0)], [(0.0, 9.0)], [(0.0, 23.0)]]","[[23.0], [9.0], [1, 12.0], [3, 9.0], [1.0, 6.0], [1.0, 5.0], [1.0, 5.0], [7.0, 1, 2, 1.0], [8.0, 3, 3.0], [8.0, 1.0], [9.0], [11.0], [9.0], [23.0]]","[(0, 0.0, 0.0), (1, 14, 0.6086956521739131), (2, 10, 0.43478260869565216), (3, 11, 0.4782608695652174), (4, 16, 0.6956521739130435), (5, 17, 0.7391304347826086), (6, 17, 0.7391304347826086), (7, 12, 0.5217391304347826), (8, 9, 0.391304347826087), (9, 14, 0.6086956521739131), (10, 14, 0.6086956521739131), (11, 12, 0.5217391304347826), (12, 14, 0.6086956521739131), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 10.0, 11.0, 0.9090909090909091, 0, 11), (3, 11.0, 14.0, 0.7857142857142857, 0, 14), (4, 16.0, 16.0, 1.0, 1, 17), (5, 17.0, 17.0, 1.0, 1, 18), (6, 17.0, 17.0, 1.0, 1, 18), (7, 12.0, 15.0, 0.8, 7, 22), (8, 9.0, 12.0, 0.75, 8, 20), (9, 14.0, 14.0, 1.0, 8, 22), (10, 14.0, 14.0, 1.0, 9, 23), (11, 12.0, 12.0, 1.0, 11, 23), (12, 14.0, 14.0, 1.0, 9, 23)]",160,2,33.74900007247925,0.0
Experiment 11,4 Layers,20.0,"[[(0.0, 20.0)], [(6, 1), (13, 7.0)], [(15, 5.0)], [(3, 1), (10, 10.0)], [(15, 5.0)], [(12, 8.0)], [(3, 1), (13, 7.0)], [(0.0, 6.0), (12, 1), (19, 1.0)], [(0.0, 3.0), (17, 3.0)], [(0.0, 3.0)], [(0.0, 4.0), (19, 1.0)], [(0.0, 4.0), (19, 1.0)], [(0.0, 6.0), (12, 1), (19, 1.0)], [(0.0, 20.0)]]","[[20.0], [1, 7.0], [5.0], [1, 10.0], [5.0], [8.0], [1, 7.0], [6.0, 1, 1.0], [3.0, 3.0], [3.0], [4.0, 1.0], [4.0, 1.0], [6.0, 1, 1.0], [20.0]]","[(0, 0.0, 0.0), (1, 12, 0.6), (2, 15, 0.75), (3, 9, 0.45), (4, 15, 0.75), (5, 12, 0.6), (6, 12, 0.6), (7, 12, 0.6), (8, 14, 0.7), (9, 17, 0.85), (10, 15, 0.75), (11, 15, 0.75), (12, 12, 0.6), (13, 0.0, 0.0)]","[(1, 12.0, 13.0, 0.9230769230769231, 0, 13), (2, 15.0, 15.0, 1.0, 0, 15), (3, 9.0, 10.0, 0.9, 0, 10), (4, 15.0, 15.0, 1.0, 0, 15), (5, 12.0, 12.0, 1.0, 0, 12), (6, 12.0, 13.0, 0.9230769230769231, 0, 13), (7, 12.0, 13.0, 0.9230769230769231, 6, 19), (8, 14.0, 14.0, 1.0, 3, 17), (9, 17.0, 17.0, 1.0, 3, 20), (10, 15.0, 15.0, 1.0, 4, 19), (11, 15.0, 15.0, 1.0, 4, 19), (12, 12.0, 13.0, 0.9230769230769231, 6, 19)]",160,2,12.5239999294281,0.0
Experiment 11,5 Layers,25.0,"[[(0.0, 25.0)], [(18, 7.0)], [(18, 7.0)], [(18, 7.0)], [(21, 4.0)], [(0.0, 6.0), (9, 3), (15, 3), (19, 6.0)], [(0.0, 6.0), (15, 3), (19, 6.0)], [(0.0, 6.0), (15, 3), (19, 6.0)], [(0.0, 6.0), (12, 3), (16, 5), (22, 3.0)], [(0.0, 9.0), (12, 3), (18, 1), (22, 3.0)], [(0.0, 9.0), (23, 2.0)], [(0.0, 9.0), (20, 2)], [(0.0, 9.0), (22, 3.0)], [(0.0, 25.0)]]","[[25.0], [7.0], [7.0], [7.0], [4.0], [6.0, 3, 3, 6.0], [6.0, 3, 6.0], [6.0, 3, 6.0], [6.0, 3, 5, 3.0], [9.0, 3, 1, 3.0], [9.0, 2.0], [9.0, 2], [9.0, 3.0], [25.0]]","[(0, 0.0, 0.0), (1, 18, 0.72), (2, 18, 0.72), (3, 18, 0.72), (4, 21, 0.84), (5, 7, 0.28), (6, 10, 0.4), (7, 10, 0.4), (8, 8, 0.32), (9, 9, 0.36), (10, 14, 0.56), (11, 14, 0.56), (12, 13, 0.52), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 21.0, 21.0, 1.0, 0, 21), (5, 7.0, 13.0, 0.5384615384615384, 6, 19), (6, 10.0, 13.0, 0.7692307692307693, 6, 19), (7, 10.0, 13.0, 0.7692307692307693, 6, 19), (8, 8.0, 16.0, 0.5, 6, 22), (9, 9.0, 13.0, 0.6923076923076923, 9, 22), (10, 14.0, 14.0, 1.0, 9, 23), (11, 14.0, 16.0, 0.875, 9, 25), (12, 13.0, 13.0, 1.0, 9, 22)]",160,2,8.546000003814697,0.0
Experiment 11,6 Layers,23.0,"[[(0.0, 23.0)], [(16, 7.0)], [(17, 6.0)], [(17, 6.0)], [(0.0, 1.0), (5, 4), (11, 2), (14, 2), (19, 4.0)], [(0.0, 1.0), (3, 3), (7, 1), (9, 5), (16, 1), (19, 4.0)], [(0.0, 1.0), (5, 3), (10, 2), (13, 10.0)], [(0.0, 3.0), (9, 1), (11, 5), (20, 3.0)], [(0.0, 3.0), (6, 1), (10, 2), (13, 1), (17, 2), (20, 3.0)], [(0.0, 3.0), (6, 1), (16, 3), (20, 3.0)], [(0.0, 6.0), (19, 1)], [(0.0, 6.0)], [(0.0, 6.0)], [(0.0, 23.0)]]","[[23.0], [7.0], [6.0], [6.0], [1.0, 4, 2, 2, 4.0], [1.0, 3, 1, 5, 1, 4.0], [1.0, 3, 2, 10.0], [3.0, 1, 5, 3.0], [3.0, 1, 2, 1, 2, 3.0], [3.0, 1, 3, 3.0], [6.0, 1], [6.0], [6.0], [23.0]]","[(0, 0.0, 0.0), (1, 16, 0.6956521739130435), (2, 17, 0.7391304347826086), (3, 17, 0.7391304347826086), (4, 10, 0.43478260869565216), (5, 8, 0.34782608695652173), (6, 7, 0.30434782608695654), (7, 11, 0.4782608695652174), (8, 11, 0.4782608695652174), (9, 13, 0.5652173913043478), (10, 16, 0.6956521739130435), (11, 17, 0.7391304347826086), (12, 17, 0.7391304347826086), (13, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 17.0, 17.0, 1.0, 0, 17), (3, 17.0, 17.0, 1.0, 0, 17), (4, 10.0, 18.0, 0.5555555555555556, 1, 19), (5, 8.0, 18.0, 0.4444444444444444, 1, 19), (6, 7.0, 12.0, 0.5833333333333334, 1, 13), (7, 11.0, 17.0, 0.6470588235294118, 3, 20), (8, 11.0, 17.0, 0.6470588235294118, 3, 20), (9, 13.0, 17.0, 0.7647058823529411, 3, 20), (10, 16.0, 17.0, 0.9411764705882353, 6, 23), (11, 17.0, 17.0, 1.0, 6, 23), (12, 17.0, 17.0, 1.0, 6, 23)]",160,2,85.1029999256134,0.0
Experiment 12,4 Layers,17.0,"[[(0.0, 17.0)], [(12, 5.0)], [(12, 5.0)], [(12, 5.0)], [(8, 9.0)], [(8, 9.0)], [(8, 9.0)], [(0.0, 4.0)], [(0.0, 4.0), (14, 3.0)], [(0.0, 4.0), (14, 3.0)], [(0.0, 4.0), (14, 3.0)], [(0.0, 4.0), (15, 2.0)], [(0.0, 4.0), (15, 2.0)], [(0.0, 17.0)]]","[[17.0], [5.0], [5.0], [5.0], [9.0], [9.0], [9.0], [4.0], [4.0, 3.0], [4.0, 3.0], [4.0, 3.0], [4.0, 2.0], [4.0, 2.0], [17.0]]","[(0, 0.0, 0.0), (1, 12, 0.7058823529411765), (2, 12, 0.7058823529411765), (3, 12, 0.7058823529411765), (4, 8, 0.47058823529411764), (5, 8, 0.47058823529411764), (6, 8, 0.47058823529411764), (7, 13, 0.7647058823529411), (8, 10, 0.5882352941176471), (9, 10, 0.5882352941176471), (10, 10, 0.5882352941176471), (11, 11, 0.6470588235294118), (12, 11, 0.6470588235294118), (13, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 12.0, 12.0, 1.0, 0, 12), (3, 12.0, 12.0, 1.0, 0, 12), (4, 8.0, 8.0, 1.0, 0, 8), (5, 8.0, 8.0, 1.0, 0, 8), (6, 8.0, 8.0, 1.0, 0, 8), (7, 13.0, 13.0, 1.0, 4, 17), (8, 10.0, 10.0, 1.0, 4, 14), (9, 10.0, 10.0, 1.0, 4, 14), (10, 10.0, 10.0, 1.0, 4, 14), (11, 11.0, 11.0, 1.0, 4, 15), (12, 11.0, 11.0, 1.0, 4, 15)]",125,2,13.40500020980835,0.0
Experiment 12,5 Layers,19.0,"[[(0.0, 19.0)], [(16, 3.0)], [(16, 3.0)], [(16, 3.0)], [(12, 7.0)], [(0.0, 4.0), (18, 1.0)], [(0.0, 4.0), (16, 3.0)], [(0.0, 4.0), (14, 2), (18, 1.0)], [(0.0, 4.0), (14, 2), (18, 1.0)], [(0.0, 8.0), (9, 3), (13, 3), (17, 1)], [(0.0, 8.0), (9, 3), (13, 3), (17, 2.0)], [(0.0, 8.0), (9, 3), (13, 1), (15, 3)], [(0.0, 8.0), (9, 3), (13, 1), (15, 3)], [(0.0, 19.0)]]","[[19.0], [3.0], [3.0], [3.0], [7.0], [4.0, 1.0], [4.0, 3.0], [4.0, 2, 1.0], [4.0, 2, 1.0], [8.0, 3, 3, 1], [8.0, 3, 3, 2.0], [8.0, 3, 1, 3], [8.0, 3, 1, 3], [19.0]]","[(0, 0.0, 0.0), (1, 16, 0.8421052631578947), (2, 16, 0.8421052631578947), (3, 16, 0.8421052631578947), (4, 12, 0.631578947368421), (5, 14, 0.7368421052631579), (6, 12, 0.631578947368421), (7, 12, 0.631578947368421), (8, 12, 0.631578947368421), (9, 4, 0.21052631578947367), (10, 3, 0.15789473684210525), (11, 4, 0.21052631578947367), (12, 4, 0.21052631578947367), (13, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 16.0, 16.0, 1.0, 0, 16), (3, 16.0, 16.0, 1.0, 0, 16), (4, 12.0, 12.0, 1.0, 0, 12), (5, 14.0, 14.0, 1.0, 4, 18), (6, 12.0, 12.0, 1.0, 4, 16), (7, 12.0, 14.0, 0.8571428571428571, 4, 18), (8, 12.0, 14.0, 0.8571428571428571, 4, 18), (9, 4.0, 11.0, 0.36363636363636365, 8, 19), (10, 3.0, 9.0, 0.3333333333333333, 8, 17), (11, 4.0, 11.0, 0.36363636363636365, 8, 19), (12, 4.0, 11.0, 0.36363636363636365, 8, 19)]",125,2,3.996999979019165,0.0
