experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 22,Low Flexibility,20.0,"[[(0.0, 20.0)], [(17, 3.0)], [(16, 4.0)], [(17, 3.0)], [(0.0, 3.0)], [(0.0, 3.0), (13, 1)], [(0.0, 5.0), (9, 2), (18, 1)], [(0.0, 20.0)]]","[[20.0], [3.0], [4.0], [3.0], [3.0], [3.0, 1], [5.0, 2, 1], [20.0]]","[(0, 0.0, 0.0), (1, 17, 0.85), (2, 16, 0.8), (3, 17, 0.85), (4, 17, 0.85), (5, 16, 0.8), (6, 12, 0.6), (7, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 16.0, 16.0, 1.0, 0, 16), (3, 17.0, 17.0, 1.0, 0, 17), (4, 17.0, 17.0, 1.0, 3, 20), (5, 16.0, 17.0, 0.9411764705882353, 3, 20), (6, 12.0, 15.0, 0.8, 5, 20)]",95,2,7.543999910354614,0.0
Experiment 22,High Flexibility,19.0,"[[(0.0, 19.0)], [(18, 1.0)], [(10, 1), (16, 3.0)], [(17, 2.0)], [(0.0, 4.0), (14, 1)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 19.0)]]","[[19.0], [1.0], [1, 3.0], [2.0], [4.0, 1], [3.0], [4.0], [19.0]]","[(0, 0.0, 0.0), (1, 18, 0.9473684210526315), (2, 15, 0.7894736842105263), (3, 17, 0.8947368421052632), (4, 14, 0.7368421052631579), (5, 16, 0.8421052631578947), (6, 15, 0.7894736842105263), (7, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 15.0, 16.0, 0.9375, 0, 16), (3, 17.0, 17.0, 1.0, 0, 17), (4, 14.0, 15.0, 0.9333333333333333, 4, 19), (5, 16.0, 16.0, 1.0, 3, 19), (6, 15.0, 15.0, 1.0, 4, 19)]",95,2,15.854000091552734,0.0
Experiment 23,No Flexibility,18.0,"[[(0.0, 18.0)], [(3, 2), (6, 2), (9, 9.0)], [(15, 3.0)], [(10, 8.0)], [(0.0, 1.0), (3, 5), (10, 1), (12, 6.0)], [(0.0, 3.0)], [(0.0, 2.0), (12, 6.0)], [(0.0, 18.0)]]","[[18.0], [2, 2, 9.0], [3.0], [8.0], [1.0, 5, 1, 6.0], [3.0], [2.0, 6.0], [18.0]]","[(0, 0.0, 0.0), (1, 5, 0.2777777777777778), (2, 15, 0.8333333333333334), (3, 10, 0.5555555555555556), (4, 5, 0.2777777777777778), (5, 15, 0.8333333333333334), (6, 10, 0.5555555555555556), (7, 0.0, 0.0)]","[(1, 5.0, 9.0, 0.5555555555555556, 0, 9), (2, 15.0, 15.0, 1.0, 0, 15), (3, 10.0, 10.0, 1.0, 0, 10), (4, 5.0, 11.0, 0.45454545454545453, 1, 12), (5, 15.0, 15.0, 1.0, 3, 18), (6, 10.0, 10.0, 1.0, 2, 12)]",60,2,0.07299995422363281,0.0
Experiment 23,Low Flexibility,13.0,"[[(0.0, 13.0)], [(10, 3.0)], [(10, 3.0)], [(10, 3.0)], [(0.0, 1.0), (9, 1)], [(0.0, 4.0)], [(0.0, 3.0)], [(0.0, 13.0)]]","[[13.0], [3.0], [3.0], [3.0], [1.0, 1], [4.0], [3.0], [13.0]]","[(0, 0.0, 0.0), (1, 10, 0.7692307692307693), (2, 10, 0.7692307692307693), (3, 10, 0.7692307692307693), (4, 11, 0.8461538461538461), (5, 9, 0.6923076923076923), (6, 10, 0.7692307692307693), (7, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 10.0, 10.0, 1.0, 0, 10), (3, 10.0, 10.0, 1.0, 0, 10), (4, 11.0, 12.0, 0.9166666666666666, 1, 13), (5, 9.0, 9.0, 1.0, 4, 13), (6, 10.0, 10.0, 1.0, 3, 13)]",60,2,0.8340001106262207,0.0
Experiment 23,High Flexibility,13.0,"[[(0.0, 13.0)], [(10, 3.0)], [(9, 4.0)], [(11, 2.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 13.0)]]","[[13.0], [3.0], [4.0], [2.0], [3.0], [3.0], [3.0], [13.0]]","[(0, 0.0, 0.0), (1, 10, 0.7692307692307693), (2, 9, 0.6923076923076923), (3, 11, 0.8461538461538461), (4, 10, 0.7692307692307693), (5, 10, 0.7692307692307693), (6, 10, 0.7692307692307693), (7, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 9.0, 9.0, 1.0, 0, 9), (3, 11.0, 11.0, 1.0, 0, 11), (4, 10.0, 10.0, 1.0, 3, 13), (5, 10.0, 10.0, 1.0, 3, 13), (6, 10.0, 10.0, 1.0, 3, 13)]",60,2,19.08299994468689,0.0
Experiment 24,No Flexibility,30.0,"[[(0.0, 30.0)], [(25, 5.0)], [(8, 5), (15, 15.0)], [(20, 10.0)], [(0.0, 5.0)], [(0.0, 6.0), (22, 3), (29, 1.0)], [(0.0, 4.0), (5, 3), (9, 7), (17, 2), (21, 9.0)], [(0.0, 30.0)]]","[[30.0], [5.0], [5, 15.0], [10.0], [5.0], [6.0, 3, 1.0], [4.0, 3, 7, 2, 9.0], [30.0]]","[(0, 0.0, 0.0), (1, 25, 0.8333333333333334), (2, 10, 0.3333333333333333), (3, 20, 0.6666666666666666), (4, 25, 0.8333333333333334), (5, 20, 0.6666666666666666), (6, 5, 0.16666666666666666), (7, 0.0, 0.0)]","[(1, 25.0, 25.0, 1.0, 0, 25), (2, 10.0, 15.0, 0.6666666666666666, 0, 15), (3, 20.0, 20.0, 1.0, 0, 20), (4, 25.0, 25.0, 1.0, 5, 30), (5, 20.0, 23.0, 0.8695652173913043, 6, 29), (6, 5.0, 17.0, 0.29411764705882354, 4, 21)]",105,2,0.2779998779296875,0.0
Experiment 24,Low Flexibility,21.0,"[[(0.0, 21.0)], [(15, 1), (20, 1.0)], [(16, 5.0)], [(20, 1.0)], [(0.0, 9.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 21.0)]]","[[21.0], [1, 1.0], [5.0], [1.0], [9.0], [2.0], [2.0], [21.0]]","[(0, 0.0, 0.0), (1, 19, 0.9047619047619048), (2, 16, 0.7619047619047619), (3, 20, 0.9523809523809523), (4, 12, 0.5714285714285714), (5, 19, 0.9047619047619048), (6, 19, 0.9047619047619048), (7, 0.0, 0.0)]","[(1, 19.0, 20.0, 0.95, 0, 20), (2, 16.0, 16.0, 1.0, 0, 16), (3, 20.0, 20.0, 1.0, 0, 20), (4, 12.0, 12.0, 1.0, 9, 21), (5, 19.0, 19.0, 1.0, 2, 21), (6, 19.0, 19.0, 1.0, 2, 21)]",105,2,7.289999961853027,0.0
Experiment 24,High Flexibility,20.0,"[[(0.0, 20.0)], [(14, 1), (19, 1.0)], [(18, 2.0)], [(19, 1.0)], [(0.0, 2.0)], [(0.0, 4.0)], [(0.0, 2.0), (6, 2)], [(0.0, 20.0)]]","[[20.0], [1, 1.0], [2.0], [1.0], [2.0], [4.0], [2.0, 2], [20.0]]","[(0, 0.0, 0.0), (1, 18, 0.9), (2, 18, 0.9), (3, 19, 0.95), (4, 18, 0.9), (5, 16, 0.8), (6, 16, 0.8), (7, 0.0, 0.0)]","[(1, 18.0, 19.0, 0.9473684210526315, 0, 19), (2, 18.0, 18.0, 1.0, 0, 18), (3, 19.0, 19.0, 1.0, 0, 19), (4, 18.0, 18.0, 1.0, 2, 20), (5, 16.0, 16.0, 1.0, 4, 20), (6, 16.0, 18.0, 0.8888888888888888, 2, 20)]",105,2,12.166000127792358,0.0
Experiment 25,No Flexibility,23.0,"[[(0.0, 23.0)], [(20, 3.0)], [(15, 8.0)], [(15, 8.0)], [(0.0, 8.0)], [(0.0, 7.0), (8, 1), (11, 1), (13, 6), (20, 3.0)], [(0.0, 3.0), (18, 5.0)], [(0.0, 23.0)]]","[[23.0], [3.0], [8.0], [8.0], [8.0], [7.0, 1, 1, 6, 3.0], [3.0, 5.0], [23.0]]","[(0, 0.0, 0.0), (1, 20, 0.8695652173913043), (2, 15, 0.6521739130434783), (3, 15, 0.6521739130434783), (4, 15, 0.6521739130434783), (5, 5, 0.21739130434782608), (6, 15, 0.6521739130434783), (7, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 15.0, 15.0, 1.0, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 15.0, 15.0, 1.0, 8, 23), (5, 5.0, 13.0, 0.38461538461538464, 7, 20), (6, 15.0, 15.0, 1.0, 3, 18)]",85,2,0.17799997329711914,0.0
Experiment 25,Low Flexibility,19.0,"[[(0.0, 19.0)], [(15, 4.0)], [(17, 2.0)], [(18, 1.0)], [(0.0, 3.0), (15, 1)], [(0.0, 9.0)], [(0.0, 5.0), (9, 3), (15, 1)], [(0.0, 19.0)]]","[[19.0], [4.0], [2.0], [1.0], [3.0, 1], [9.0], [5.0, 3, 1], [19.0]]","[(0, 0.0, 0.0), (1, 15, 0.7894736842105263), (2, 17, 0.8947368421052632), (3, 18, 0.9473684210526315), (4, 15, 0.7894736842105263), (5, 10, 0.5263157894736842), (6, 10, 0.5263157894736842), (7, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 17.0, 17.0, 1.0, 0, 17), (3, 18.0, 18.0, 1.0, 0, 18), (4, 15.0, 16.0, 0.9375, 3, 19), (5, 10.0, 10.0, 1.0, 9, 19), (6, 10.0, 14.0, 0.7142857142857143, 5, 19)]",85,2,2.811000108718872,0.0
Experiment 25,High Flexibility,18.0,"[[(0.0, 18.0)], [(17, 1.0)], [(17, 1.0)], [(3, 1), (17, 1.0)], [(0.0, 3.0), (6, 1), (10, 1)], [(0.0, 5.0), (14, 1)], [(0.0, 6.0), (12, 1), (16, 1)], [(0.0, 18.0)]]","[[18.0], [1.0], [1.0], [1, 1.0], [3.0, 1, 1], [5.0, 1], [6.0, 1, 1], [18.0]]","[(0, 0.0, 0.0), (1, 17, 0.9444444444444444), (2, 17, 0.9444444444444444), (3, 16, 0.8888888888888888), (4, 13, 0.7222222222222222), (5, 12, 0.6666666666666666), (6, 10, 0.5555555555555556), (7, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 16.0, 17.0, 0.9411764705882353, 0, 17), (4, 13.0, 15.0, 0.8666666666666667, 3, 18), (5, 12.0, 13.0, 0.9230769230769231, 5, 18), (6, 10.0, 12.0, 0.8333333333333334, 6, 18)]",85,2,9.569000005722046,0.0
Experiment 26,No Flexibility,28.0,"[[(0.0, 28.0)], [(12, 2), (17, 11.0)], [(15, 13.0)], [(10, 18.0)], [(0.0, 3.0), (15, 3), (21, 7.0)], [(0.0, 3.0)], [(0.0, 2.0), (18, 1), (23, 5.0)], [(0.0, 28.0)]]","[[28.0], [2, 11.0], [13.0], [18.0], [3.0, 3, 7.0], [3.0], [2.0, 1, 5.0], [28.0]]","[(0, 0.0, 0.0), (1, 15, 0.5357142857142857), (2, 15, 0.5357142857142857), (3, 10, 0.35714285714285715), (4, 15, 0.5357142857142857), (5, 25, 0.8928571428571429), (6, 20, 0.7142857142857143), (7, 0.0, 0.0)]","[(1, 15.0, 17.0, 0.8823529411764706, 0, 17), (2, 15.0, 15.0, 1.0, 0, 15), (3, 10.0, 10.0, 1.0, 0, 10), (4, 15.0, 18.0, 0.8333333333333334, 3, 21), (5, 25.0, 25.0, 1.0, 3, 28), (6, 20.0, 21.0, 0.9523809523809523, 2, 23)]",100,2,0.16000008583068848,0.0
Experiment 26,Low Flexibility,23.0,"[[(0.0, 23.0)], [(7, 1), (14, 1), (17, 6.0)], [(12, 11.0)], [(8, 3), (13, 1), (17, 6.0)], [(0.0, 2.0), (15, 1), (22, 1.0)], [(0.0, 3.0)], [(0.0, 2.0)], [(0.0, 23.0)]]","[[23.0], [1, 1, 6.0], [11.0], [3, 1, 6.0], [2.0, 1, 1.0], [3.0], [2.0], [23.0]]","[(0, 0.0, 0.0), (1, 15, 0.6521739130434783), (2, 12, 0.5217391304347826), (3, 13, 0.5652173913043478), (4, 19, 0.8260869565217391), (5, 20, 0.8695652173913043), (6, 21, 0.9130434782608695), (7, 0.0, 0.0)]","[(1, 15.0, 17.0, 0.8823529411764706, 0, 17), (2, 12.0, 12.0, 1.0, 0, 12), (3, 13.0, 17.0, 0.7647058823529411, 0, 17), (4, 19.0, 20.0, 0.95, 2, 22), (5, 20.0, 20.0, 1.0, 3, 23), (6, 21.0, 21.0, 1.0, 2, 23)]",100,2,2.4140000343322754,0.0
Experiment 26,High Flexibility,22.0,"[[(0.0, 22.0)], [(8, 2), (16, 6.0)], [(14, 8.0)], [(5, 1), (8, 1), (14, 8.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 22.0)]]","[[22.0], [2, 6.0], [8.0], [1, 1, 8.0], [2.0], [2.0], [2.0], [22.0]]","[(0, 0.0, 0.0), (1, 14, 0.6363636363636364), (2, 14, 0.6363636363636364), (3, 12, 0.5454545454545454), (4, 20, 0.9090909090909091), (5, 20, 0.9090909090909091), (6, 20, 0.9090909090909091), (7, 0.0, 0.0)]","[(1, 14.0, 16.0, 0.875, 0, 16), (2, 14.0, 14.0, 1.0, 0, 14), (3, 12.0, 14.0, 0.8571428571428571, 0, 14), (4, 20.0, 20.0, 1.0, 2, 22), (5, 20.0, 20.0, 1.0, 2, 22), (6, 20.0, 20.0, 1.0, 2, 22)]",100,2,7.299999952316284,0.0
Experiment 27,No Flexibility,29.0,"[[(0.0, 29.0)], [(4, 3), (8, 21.0)], [(16, 2), (22, 7.0)], [(20, 9.0)], [(0.0, 1.0), (4, 1), (14, 1), (18, 11.0)], [(0.0, 8.0), (11, 1), (15, 2), (20, 2), (28, 1.0)], [(0.0, 4.0)], [(0.0, 29.0)]]","[[29.0], [3, 21.0], [2, 7.0], [9.0], [1.0, 1, 1, 11.0], [8.0, 1, 2, 2, 1.0], [4.0], [29.0]]","[(0, 0.0, 0.0), (1, 5, 0.1724137931034483), (2, 20, 0.6896551724137931), (3, 20, 0.6896551724137931), (4, 15, 0.5172413793103449), (5, 15, 0.5172413793103449), (6, 25, 0.8620689655172413), (7, 0.0, 0.0)]","[(1, 5.0, 8.0, 0.625, 0, 8), (2, 20.0, 22.0, 0.9090909090909091, 0, 22), (3, 20.0, 20.0, 1.0, 0, 20), (4, 15.0, 17.0, 0.8823529411764706, 1, 18), (5, 15.0, 20.0, 0.75, 8, 28), (6, 25.0, 25.0, 1.0, 4, 29)]",100,2,0.08300018310546875,0.0
Experiment 27,Low Flexibility,22.0,"[[(0.0, 22.0)], [(3, 1), (17, 5.0)], [(13, 9.0)], [(12, 1), (17, 5.0)], [(0.0, 1.0), (7, 5)], [(0.0, 1.0)], [(0.0, 4.0)], [(0.0, 22.0)]]","[[22.0], [1, 5.0], [9.0], [1, 5.0], [1.0, 5], [1.0], [4.0], [22.0]]","[(0, 0.0, 0.0), (1, 16, 0.7272727272727273), (2, 13, 0.5909090909090909), (3, 16, 0.7272727272727273), (4, 16, 0.7272727272727273), (5, 21, 0.9545454545454546), (6, 18, 0.8181818181818182), (7, 0.0, 0.0)]","[(1, 16.0, 17.0, 0.9411764705882353, 0, 17), (2, 13.0, 13.0, 1.0, 0, 13), (3, 16.0, 17.0, 0.9411764705882353, 0, 17), (4, 16.0, 21.0, 0.7619047619047619, 1, 22), (5, 21.0, 21.0, 1.0, 1, 22), (6, 18.0, 18.0, 1.0, 4, 22)]",100,2,1.4049999713897705,0.0
Experiment 27,High Flexibility,20.0,"[[(0.0, 20.0)], [(9, 1), (14, 6.0)], [(12, 1), (17, 3.0)], [(16, 4.0)], [(0.0, 1.0)], [(0.0, 2.0), (16, 1)], [(0.0, 1.0)], [(0.0, 20.0)]]","[[20.0], [1, 6.0], [1, 3.0], [4.0], [1.0], [2.0, 1], [1.0], [20.0]]","[(0, 0.0, 0.0), (1, 13, 0.65), (2, 16, 0.8), (3, 16, 0.8), (4, 19, 0.95), (5, 17, 0.85), (6, 19, 0.95), (7, 0.0, 0.0)]","[(1, 13.0, 14.0, 0.9285714285714286, 0, 14), (2, 16.0, 17.0, 0.9411764705882353, 0, 17), (3, 16.0, 16.0, 1.0, 0, 16), (4, 19.0, 19.0, 1.0, 1, 20), (5, 17.0, 18.0, 0.9444444444444444, 2, 20), (6, 19.0, 19.0, 1.0, 1, 20)]",100,2,8.371999979019165,0.0
Experiment 28,No Flexibility,22.0,"[[(0.0, 22.0)], [(20, 2.0)], [(10, 12.0)], [(8, 1), (11, 11.0)], [(0.0, 6.0), (8, 2), (14, 4)], [(0.0, 2.0)], [(0.0, 2.0), (8, 1), (13, 9.0)], [(0.0, 22.0)]]","[[22.0], [2.0], [12.0], [1, 11.0], [6.0, 2, 4], [2.0], [2.0, 1, 9.0], [22.0]]","[(0, 0.0, 0.0), (1, 20, 0.9090909090909091), (2, 10, 0.45454545454545453), (3, 10, 0.45454545454545453), (4, 10, 0.45454545454545453), (5, 20, 0.9090909090909091), (6, 10, 0.45454545454545453), (7, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 10.0, 10.0, 1.0, 0, 10), (3, 10.0, 11.0, 0.9090909090909091, 0, 11), (4, 10.0, 16.0, 0.625, 6, 22), (5, 20.0, 20.0, 1.0, 2, 22), (6, 10.0, 11.0, 0.9090909090909091, 2, 13)]",80,2,0.14800000190734863,0.0
Experiment 28,Low Flexibility,16.0,"[[(0.0, 16.0)], [(14, 2.0)], [(14, 2.0)], [(12, 4.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0), (6, 2)], [(0.0, 16.0)]]","[[16.0], [2.0], [2.0], [4.0], [2.0], [2.0], [2.0, 2], [16.0]]","[(0, 0.0, 0.0), (1, 14, 0.875), (2, 14, 0.875), (3, 12, 0.75), (4, 14, 0.875), (5, 14, 0.875), (6, 12, 0.75), (7, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 12.0, 12.0, 1.0, 0, 12), (4, 14.0, 14.0, 1.0, 2, 16), (5, 14.0, 14.0, 1.0, 2, 16), (6, 12.0, 14.0, 0.8571428571428571, 2, 16)]",80,2,2.385999917984009,0.0
Experiment 28,High Flexibility,16.0,"[[(0.0, 16.0)], [(12, 4.0)], [(14, 2.0)], [(14, 2.0)], [(0.0, 2.0), (4, 1), (9, 1)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 16.0)]]","[[16.0], [4.0], [2.0], [2.0], [2.0, 1, 1], [2.0], [2.0], [16.0]]","[(0, 0.0, 0.0), (1, 12, 0.75), (2, 14, 0.875), (3, 14, 0.875), (4, 12, 0.75), (5, 14, 0.875), (6, 14, 0.875), (7, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 14.0, 14.0, 1.0, 0, 14), (3, 14.0, 14.0, 1.0, 0, 14), (4, 12.0, 14.0, 0.8571428571428571, 2, 16), (5, 14.0, 14.0, 1.0, 2, 16), (6, 14.0, 14.0, 1.0, 2, 16)]",80,2,5.414999961853027,0.0
Experiment 29,No Flexibility,27.0,"[[(0.0, 27.0)], [(25, 2.0)], [(9, 2), (14, 1), (18, 9.0)], [(15, 12.0)], [(0.0, 5.0), (7, 4), (13, 4), (19, 3), (24, 1)], [(0.0, 3.0), (6, 8), (26, 1.0)], [(0.0, 3.0), (23, 4.0)], [(0.0, 27.0)]]","[[27.0], [2.0], [2, 1, 9.0], [12.0], [5.0, 4, 4, 3, 1], [3.0, 8, 1.0], [3.0, 4.0], [27.0]]","[(0, 0.0, 0.0), (1, 25, 0.9259259259259259), (2, 15, 0.5555555555555556), (3, 15, 0.5555555555555556), (4, 10, 0.37037037037037035), (5, 15, 0.5555555555555556), (6, 20, 0.7407407407407407), (7, 0.0, 0.0)]","[(1, 25.0, 25.0, 1.0, 0, 25), (2, 15.0, 18.0, 0.8333333333333334, 0, 18), (3, 15.0, 15.0, 1.0, 0, 15), (4, 10.0, 22.0, 0.45454545454545453, 5, 27), (5, 15.0, 23.0, 0.6521739130434783, 3, 26), (6, 20.0, 20.0, 1.0, 3, 23)]",100,2,0.23800015449523926,0.0
Experiment 29,Low Flexibility,21.0,"[[(0.0, 21.0)], [(18, 3.0)], [(19, 2.0)], [(18, 3.0)], [(0.0, 3.0), (13, 2)], [(0.0, 6.0)], [(0.0, 4.0), (8, 1), (13, 2)], [(0.0, 21.0)]]","[[21.0], [3.0], [2.0], [3.0], [3.0, 2], [6.0], [4.0, 1, 2], [21.0]]","[(0, 0.0, 0.0), (1, 18, 0.8571428571428571), (2, 19, 0.9047619047619048), (3, 18, 0.8571428571428571), (4, 16, 0.7619047619047619), (5, 15, 0.7142857142857143), (6, 14, 0.6666666666666666), (7, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 19.0, 19.0, 1.0, 0, 19), (3, 18.0, 18.0, 1.0, 0, 18), (4, 16.0, 18.0, 0.8888888888888888, 3, 21), (5, 15.0, 15.0, 1.0, 6, 21), (6, 14.0, 17.0, 0.8235294117647058, 4, 21)]",100,2,4.679999828338623,0.0
Experiment 29,High Flexibility,21.0,"[[(0.0, 21.0)], [(19, 2.0)], [(6, 1), (18, 3.0)], [(19, 2.0)], [(0.0, 3.0), (10, 2), (18, 1)], [(0.0, 3.0), (9, 1), (14, 4)], [(0.0, 3.0), (14, 1)], [(0.0, 21.0)]]","[[21.0], [2.0], [1, 3.0], [2.0], [3.0, 2, 1], [3.0, 1, 4], [3.0, 1], [21.0]]","[(0, 0.0, 0.0), (1, 19, 0.9047619047619048), (2, 17, 0.8095238095238095), (3, 19, 0.9047619047619048), (4, 15, 0.7142857142857143), (5, 13, 0.6190476190476191), (6, 17, 0.8095238095238095), (7, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 17.0, 18.0, 0.9444444444444444, 0, 18), (3, 19.0, 19.0, 1.0, 0, 19), (4, 15.0, 18.0, 0.8333333333333334, 3, 21), (5, 13.0, 18.0, 0.7222222222222222, 3, 21), (6, 17.0, 18.0, 0.9444444444444444, 3, 21)]",100,2,10.742000102996826,0.0
